State,Specialties,Experience,Price
"North Carolina, Virginia.","Elopement, Boudoir",1+ years 4+ years 9+ years in business,Investment: Luxury
New York,Boudoir,1+ years in business,Investment: Moderate
Utah,Branding/Headshots,1+ years 4+ years in business,Investment: Premium
Hawaii,"Elopement, Family/Children, Newborn, Birth, Maternity",1+ years 4+ years in business,Investment: Moderate
Indiana,"High School Seniors, Family/Children, Newborn, Maternity, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Moderate
Illinois,"Wedding, Elopement, Family/Children, Newborn, Maternity",1+ years in business,Investment: Moderate
Pennsylvania,"Family/Children, Newborn, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Premium
Wisconsin,"High School Seniors, Family, Newborn, Maternity, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Premium
"Kentucky, Tennessee","Wedding, High School Seniors, Family/Children, Maternity, Branding/Headshots",1+ years 4+ years in business,Investment: Moderate
North Carolina,"Family/Children, Newborn, Maternity",1+ years in business,Investment: Average
"South Dakota, Minnesota, Iowa","Family/Children, Newborn, Maternity, Boudoir",1+ years 4+ years 9+ years in business,Investment: Moderate
Nebraska,"Wedding, High School Seniors, Boudoir, Portraits",1+ years 4+ years in business,Investment: Moderate
Montana,"Wedding, Family/Children, Newborn, Maternity, Boudoir","1+ years, 4+ years, in business",Investment: Moderate
Kansas.,"Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Luxury
Illinois,Wedding,1+ years 4+ years 9+ years in business,Investment: Premium
California,"Family/Children, Newborn, Maternity",1+ years 4+ years 9+ years in business,Investment: Premium
Florida,"Wedding, High School Seniors, Family/Children, Maternity, Branding/Headshots",1+ years 4+ years in business,Investment: Moderate
Indiana,"Wedding, Boudoir",1+ years 4+ years in business,Investment: Average
California,"Family/Children, Newborn, Birth, Maternity, Other Portraits",1+ years 4+ years in business,Investment: Average
"Tennessee, Georgia, Alabama",Animals,1+ years 4+ years 9+ years in business,Investment: Premium
Florida,"Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Average
Washington,"Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Average
Pennsylvania,"Family/Children, Newborn, Maternity",1+ years in business,Investment: Moderate
Illinois,High School Seniors,1+ years 4+ years 9+ years in business,Investment: Average
"Illinois, California","High School Seniors, Family/Children",1+ years in business,Investment: Premium
"South Carolina, North Carolina","Family/Children, Newborn, Maternity, Other Portraits",1+ years 4+ years 9+ years in business,Investment: Moderate
"Maryland, Virginia.","High School Seniors, Family/Children",1+ years 4+ years 9+ years in business,Investment: Moderate
Massachusetts,"Wedding, Family/Children, Newborn, Birth, Maternity",1+ years 4+ years in business,Investment: Average
Maryland,"Family/Children, Newborn, Maternity, Branding/Headshots, Animals",1+ years 4+ years 9+ years in business,Investment: Moderate
Mississippi,"Wedding, High School Seniors, Family/Children, Newborn, Maternity",1+ years 4+ years 9+ years in business,Investment: Moderate
"Maryland, Virginia.","Wedding, Family/Children, Newborn, Maternity, Branding/Headshots",1+ years 4+ years in business,Investment: Moderate
South Carolina,"Wedding, Elopement, High School Seniors, Family/Children, Branding",1+ years 4+ years in business,Investment: Moderate
"Iowa, Nebraska","Wedding, High School Seniors, Maternity",1+ years 4+ years in business,Investment: Moderate
Wisconsin,"Wedding, Maternity, Branding/Headshots, Boudoir, Other Portraits",1+ years 4+ years 9+ years in business,Investment: Average
Nebraska,"Wedding, High School Seniors, Family/Children",1+ years 4+ years in business,Investment: Moderate
Hawaii,"Family/Children, Newborn, Maternity, Other Portraits",1+ years 4+ years 9+ years in business,Investment: Moderate
Michigan,"High School Seniors, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Premium
Colorado,"Wedding, Elopement, Maternity, Other Portraits",1+ years 4+ years in business,Investment: Average
Nebraska,"Wedding, Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Moderate
Nebraska,"Wedding, High School Seniors, Family/Children",1+ years 4+ years in business,Investment: Moderate
Florida,"Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Luxury
Washington,"Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Average
Maryland,"Wedding, High School Seniors, Family/Children, Maternity, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Premium
"South Dakota, Minnesota, Iowa, Nebraska","Wedding, Elopement, Other Portraits",1+ years 4+ years 9+ years in business,Investment: Moderate
Texas,"Newborn, Birth, Maternity",1+ years 4+ years in business,Investment: Moderate
Texas,"High School Seniors, Family/Children",1+ years 4+ years in business,Investment: Moderate
South Carolina,"Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Premium
Iowa,"Wedding, High School Seniors, Maternity, Animals",1+ years in business,Investment: Moderate
"Oregon, Washington, California","Wedding, Elopement",1+ years 4+ years in business,Investment: Average
North Carolina,"Family/Children, Newborn, Maternity",1+ years 4+ years 9+ years in business,Investment: Luxury
"Maryland, Virginia.","Family/Children, Newborn, Maternity",1+ years in business,Investment: Moderate
Virginia.,"Wedding, High School Seniors, Family/Children, Maternity, Other Portraits",1+ years 4+ years in business,Investment: Average
Montana,"High School Seniors, Family/Children, Branding, Quinceañeras, Other Portraits",1+ years 4+ years 9+ years in business,Investment: Premium
"California, Arizona, Utah","Wedding, Elopement, Family/Children, Maternity, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Average
New York,"Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Average
"Utah, Colorado","Wedding, Elopement, Boudoir",1+ years 4+ years in business,Investment: Average
Colorado,Animals,1+ years 4+ years in business,Investment: Moderate
Wisconsin,"Family/Children, Newborn, Maternity, Other Portraits",1+ years 4+ years in business,Investment: Moderate
Iowa,"Wedding, High School Seniors, Family/Children, Maternity, Boudoir",1+ years in business,Investment: Average
North Dakota,"High School Seniors, Family/Children",1+ years 4+ years in business,Investment: Average
Colorado,"Wedding, High School Seniors, Family/Children, Newborn, Maternity",1+ years 4+ years 9+ years in business,Investment: Moderate
Minnesota,"Family/Children, Newborn, Maternity, Other Portraits",1+ years 4+ years 9+ years in business,Investment: Moderate
Kansas.,"Wedding, High School Seniors, Family/Children, Branding/Headshots, Boudoir",1+ years 4+ years in business,Investment: Moderate
California,"Wedding, Family/Children, Maternity, Boudoir",1+ years in business,Investment: Moderate
"Wyoming, Colorado","High School Seniors, Family/Children, Newborn, Maternity, Branding/Headshots",1+ years 4+ years in business,Investment: Moderate
California,"High School Seniors, Maternity, Branding/Headshots, Boudoir, Other Portraits",1+ years 4+ years 9+ years in business,Investment: Luxury
Florida,"Family/Children, Branding/Headshots, Boudoir",1+ years 4+ years in business,Investment: Luxury
Alabama,"High School Seniors, Family/Children, Branding/Headshots, Animals, Boudoir",1+ years 4+ years in business,Investment: Premium
Washington,"Family/Children, Newborn, Maternity",1+ years 4+ years 9+ years in business,Investment: Average
Maryland,"Wedding, Elopement, Family/Children, Maternity, Boudoir",1+ years in business,Investment: Average
New Mexico,"Family/Children, Branding/Headshots, Boudoir",1+ years 4+ years in business,Investment: Moderate
Maryland,Branding/Headshots,1+ years 4+ years 9+ years in business,Investment: Premium
Pennsylvania,"Wedding, Family/Children, Newborn",1+ years 4+ years in business,Investment: Moderate
Illinois,"Family/Children, Newborn, Maternity, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Average
Oregon,"Wedding, Family/Children, Maternity",1+ years in business,Investment: Average
"Alabama, Tennessee","High School Seniors, Branding/Headshots, Boudoir, Other Portraits",1+ years 4+ years 9+ years in business,Investment: Premium
Ohio,"Family/Children, Newborn, Maternity, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Luxury
"New York, New Jersey, Pennsylvania, Connecticut","Wedding, Elopement, Family/Children, Maternity",1+ years 4+ years 9+ years in business,Investment: Average
North Carolina,Animals,1+ years 4+ years 9+ years in business,Investment: Premium
Oregon,"Maternity, Boudoir",1+ years 4+ years 9+ years in business,Investment: Premium
Maine,"Wedding, Elopement",1+ years 4+ years in business,Investment: Moderate
Nebraska,Animals,1+ years 4+ years in business,Investment: Average
Michigan,"Family/Children, Newborn",1+ years 4+ years in business,Investment: Moderate
California,"Wedding, Elopement, High School Seniors, Family/Children, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Moderate
Florida,"Family/Children, Newborn, Maternity, Branding/Headshots, Other Portraits",1+ years 4 + years 9+ years in business,Investment: Average
Iowa,"Family/Children, Newborn, Maternity, Animals",1+ years 4+ years 9+ years in business,Investment: Average
Washington,"Branding/Headshots, Boudoir, Other Portraits",1+ years 4+ years 9+ years in business,Investment: Average
New York,"Family/Children, Newborn, Maternity, Boudoir",1+ years 4+ years 9+ years in business,Investment: Moderate
"New York, Florida","Elopement, Maternity, Branding/Headshots, Boudoir",1+ years 4+ years in business,Investment: Premium
"Utah, Arizona","Wedding, High School Seniors, Maternity, Boudoir",1+ years 4+ years 9+ years in business,Investment: Average
Colorado,"High School Seniors, Family/Children, Newborn, Maternity",1+ years 4+ years 9+ years in business,Investment: Moderate
Michigan,"Family/Children, Newborn, Maternity",1+ years 4+ years 9+ years in business,Investment: Moderate
"Connecticut, Massachusetts, New York","Wedding, Elopement, Family/Children, Maternity, Branding/Headshots",1+ years 4+ years in business,Investment: Premium
Georgia,"High School Seniors, Family/Children, Maternity, Branding/Headshots, Boudoir",1+ years 4+ years 9+ years in business,Investment: Moderate
"California, Minnesota","Family/Children, Newborn, Maternity, Animals, Other Portraits",1+ years 4+ years 9+ years in business,Investment: Premium
"Connecticut, New York, Massachusetts, Rhode Island","Wedding, Elopement, Branding/Headshots",1+ years 4+ years in business,Investment: Average
Tennessee,"High School Seniors, Family/Children, Newborn, Maternity, Other Portraits",1+ years in business,Investment: Moderate
"Wisconsin, Illinois","Wedding, Elopement, High School Seniors, Family/Children, Maternity",1+ years 4+ years 9+ years in business,Investment: Moderate
"Florida, Alabama","Family/Children, Newborn, Maternity",1+ years 4+ years 9+ years in business,Investment: Average
Tennessee,"Wedding, Elopement, High School Seniors",1+ years 4+ years 9+ years in business,Investment: Average
Utah,Animals,1+ years 4+ years in business,Investment: Premium
Alabama,"Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Premium
Maryland,"Wedding, High School Seniors, Maternity, Branding/Headshots, Animals",1+ years 4+ years in business,Investment: Moderate
"Pennsylvania, Ohio, California, Arizona","High School Seniors, Maternity, Branding/Headshots, Other Portraits",1+ years in business,Investment: Average
Nebraska,"Wedding, High School Seniors, Branding/Headshots, Boudoir, Portraits",1+ years 4+ years 9+ years in business,Investment: Moderate
Arizona,"Wedding, Elopement, Family/Children, Maternity, Other Portraits",1+ years 4+ years 9+ years in business,Investment: Moderate
"Wyoming, Colorado","Family/Children, Newborn, Maternity, Other Portraits",1+ years 4+ years in business,Investment: Moderate
Washington,"Elopement, Family/Children, Newborn, Maternity, Branding/Headshots",1+ years 4+ years in business,Investment: Moderate
Utah,"Wedding, High School Seniors, Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Moderate
Ohio,"High School Seniors, Family/Children, Maternity, Animals, Other Portraits",1+ years 4+ years  in business,Investment: Average
Indiana,"Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Moderate
North Carolina,"Wedding, Family/Children, Maternity, Branding/Headshots, Other Portraits",1+ years 4+ years 9+ years in business,Investment: Moderate
"Wisconsin, Illinois",Animals,1+ years in business,Investment: Premium
Idaho,"Wedding, Elopement, High School Seniors, Branding/Headshots, Boudoir",1+ years in business,Investment: Moderate
Nebraska,"Wedding, High School Seniors, Family/Children, Maternity, Branding/Headshots",1+ years 4+ years in business,Investment: Moderate
Texas,"High School Seniors, Family/Children, Newborn, Maternity, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Premium
Indiana,"Wedding, Family/Children, Maternity, Branding/Headshots",1+ years 4+ years in business,Investment: Average
California,"High School Seniors, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Premium
New Jersey,"Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Average
Ohio,"Newborn, Birth, Maternity",1+ years in business,Investment: Moderate
Connecticut,"Wedding, High School Seniors, Family/Children, Maternity, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Average
Massachusetts,"Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Moderate
California,"Family/Children, Newborn, Maternity",1+ years 4+ years 9+ years in business,Investment: Moderate
Texas,"High School Seniors, Family/Children, Newborn, Maternity, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Moderate
Colorado,"Family/Children, Newborn, Maternity",1+ years 4+ years 9+ years in business,Investment: Moderate
Texas,"Wedding, High School Seniors, Branding/Headshots, Other Portraits",1+ years 4+ years 9+ years in business,Investment: Average
"New Mexico, Arizona, Colorado, Texas",Boudoir,1+ years 4+ years in business,Investment: Luxury
Indiana,"Wedding, Elopement, High School Seniors, Family/Children, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Moderate
Vermont,"Family/Children, Newborn, Maternity, Boudoir, Other Portraits",1+ years 4+ years in business,Investment: Moderate
Washington,"Maternity, Boudoir",1+ years 4+ years 9+ years in business,Investment: Luxury
Oregon,"Family/Children, Maternity, Branding/Headshots, Boudoir",1+ years 4+ years in business,Investment: Average
Nebraska,"Wedding, Family/Children, Maternity, Animals, Other Portraits",1+ years in business,Investment: Moderate
Georgia,"Wedding, Elopement","1+ years, 4+ years in business",Investment: Moderate
Pennsylvania,"High School Seniors, Family/Children, Maternity, Branding/Headshots, Other Portraits",1+ years 4+ years 9+ years in business,Investment: Average
Virginia.,"Family/Children, Newborn, Maternity, Other Portraits",1+ years in business,Investment: Moderate
Colorado,"Family/Children, Newborn, Maternity",1+ years 4+ years 9+ years in business,Investment: Average
New Hampshire,"Newborn, Maternity, Other Portraits",1+ years 4+ years in business,Investment: Premium
Michigan,"Wedding, Elopement, High School Seniors, Family/Children",1+ years 4+ years 9+ years in business,Investment: Average
Ohio,"Family/Children, Newborn, Maternity",1+ years 4+ years  in business,Investment: Moderate
North Carolina,Wedding,1+ years 4+ years in business,Investment: Moderate
Texas,Animals,1+ years in business,Investment: Average
Tennessee,"Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Moderate
Washington,"High School Seniors, Family/Children, Maternity, Branding/Headshots, Other Portraits",1+ years 4+ years 9+ years in business,Investment: Average
Ohio,"Family/Children, Newborn, Maternity",1+ years in business,Investment: Average
Hawaii,"Wedding, Elopement, Family/Children, Branding/Headshots, Other Portraits",1+ years 4+ years in business,Investment: Average
Nevada,"Wedding, Elopement, Family/Children, Maternity, Branding/Headshots",1+ years in business,Investment: Moderate
Illinois,"Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Moderate
Massachusetts,"Family/Children, Newborn, Maternity",1+ years 4+ years 9+ years in business,Investment: Premium
Tennessee,"Family/Children, Newborn, Maternity",1+ years in business,Investment: Moderate
North Carolina,"Wedding, High School Seniors, Newborn, Maternity, Boudoir",1+ years 4+ years in business,Investment: Premium
Washington,"Wedding, Elopement, Family/Children, Maternity, Branding/Headshots",1+ years 4+ years in business,Investment: Premium
Colorado,"Wedding, Other Portraits",1+ years 4+ years in business,Investment: Moderate
New York,"Family/Children, Newborn, Maternity, Branding/Headshots, Boudoir",1+ years 4+ years 9+ years in business,Investment: Premium
"Arizona, California","High School Seniors, Family/Children, Newborn, Maternity, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Luxury
"Washington, California","Elopement, Family/Children, Newborn, Maternity, Branding/Headshots",1+ years 4+ years in business,Investment: Premium
Colorado,"Wedding, High School Seniors, Family/Children, Branding/Headshots, Boudoir",1+ years 4+ years in business,Investment: Moderate
Illinois,Boudoir,1+ years 4+ years in business,Investment: Premium
Colorado,"Branding/Headshots, Boudoir, Other Portraits",1+ years 4+ years in business,Investment: Luxury
"Oregon, Illinois","Boudoir, Other Portraits",1+ years 4+ years in business,Investment: Premium
Florida,"Wedding, High School Seniors, Branding/Headshots",1+ years in business,Investment: Moderate
Nebraska,"Wedding, High School Seniors, Family/Children, Maternity",1+ years 4+ years in business,Investment: Moderate
Iowa,"High School Seniors, Family/Children, Newborn, Maternity, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Premium
"Massachusetts, Rhode Island, New Hampshire, Vermont","Wedding, Elopement",1+ years 4+ years 9+ years in business,Investment: Average
"Delaware, Pennsylvania, Maryland","High School Seniors, Family/Children, Newborn, Maternity, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Average
California,"Newborn, Maternity",1+ years 4+ years 9+ years in business,Investment: Premium
Texas,"Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Luxury
Virginia.,Animals,1+ years in business,Investment: Premium
"Virginia., District of Columbia","Wedding, Elopement, High School Seniors, Family/Children, Maternity",1+ years 4+ years in business,Investment: Moderate
Nebraska,"High School Seniors, Family/Children, Newborn, Maternity, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Moderate
Indiana,"Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Premium
"Missouri, Minnesota","Wedding, Elopement",1+ years in business,Investment: Moderate
Delaware,"Wedding, Family/Children, Maternity",1+ years 4+ years in business,Investment: Moderate
"Virginia., Maryland, District of Columbia",Animals,1+ years 4+ years in business,Investment: Premium
Nevada,"High School Seniors, Family/Children, Newborn, Maternity",1+ years 4+ years 9+ years in business,Investment: Premium
New York,"Family/Children, Newborn, Maternity, Branding/Headshots, Other Portraits",1+ years 4+ years in business,Investment: Premium
California,"Newborn, Maternity",1+ years 4+ years in business,Investment: Premium
Kentucky,"Newborn, Maternity",1+ years 4+ years 9+ years in business,Investment: Premium
California,"Family/Children, Newborn",1+ years 4+ years 9+ years in business,Investment: Moderate
Colorado,"Family/Children, Newborn, Maternity",1+ years 4+ years 9+ years in business,Investment: Premium
Washington,"Wedding, Elopement, Family/Children, Maternity, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Average
"Colorado, Montana, Oregon",Wedding,1+ years 4+ years in business,Investment: Moderate
New York,"High School Seniors, Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Moderate
"Colorado, Washington, California, Oregon","Wedding, Elopement",1+ years in business,Investment: Average
Washington,"Family/Children, Newborn, Maternity",1+ years 4+ years in business,Investment: Moderate
"Florida, New Jersey, New York, California","Family/Children, Newborn, Birth, Maternity",1+ years 4+ years 9+ years in business,Investment: Luxury
California,"Family/Children, Newborn, Maternity",1+ years in business,Investment: Premium
"Kentucky, Ohio, Indiana","Branding/Headshots, Other Portraits",1+ years 4+ years in business,Investment: Average
Alabama,"Newborn, Birth, Maternity, Boudoir",1+ years 4+ years 9+ years in business,Investment: Moderate
Pennsylvania,"Wedding, Elopement",1+ years 4+ years 9+ years in business,Investment: Moderate
"Virginia., Florida, Tennessee, Georgia","Wedding, Elopement, Maternity, Boudoir, Other Portraits",1+ years 4+ years 9+ years in business,Investment: Moderate
Washington,"High School Seniors, Family/Children, Newborn, Maternity, Branding/Headshots",1+ years 4+ years 9+ years in business,Investment: Premium
Missouri,"Family/Children, Newborn, Maternity",1+ years 4+ years 9+ years in business,Investment: Moderate
